total_top_up,percent_fail_top_up,water_up,fail_water_up,total_scoop,percent_fail_scoop,water_down,fail_water_down,start_volume,end_volume
1458,52.33196159122085,199813.0,428608.0,1420,50.774647887323944,199206.0,399733.0,114.0,721.0
